LAT,LON,DELTA_PCO2,PCO2_SW,AREA_MKM2,FLUXM2SW06,FLUXGMSW06,TFLUXSW06
36,317.5,-18.672,345.05,0.200037,-1.454336,-17.466575,-3.4942
36,322.5,-15.584,348.62,0.200037,-1.153009,-13.847638,-2.7703
36,327.5,-14.443,350.21,0.200037,-0.902704,-10.841475,-2.1689
36,332.5,-16.543,348.44,0.200037,-0.925525,-11.115555,-2.2239
36,337.5,-11.401,353.69,0.200037,-0.713944,-8.574467,-1.7153
36,342.5,-11.848,353.25,0.200037,-0.637441,-7.655666,-1.5316
36,347.5,-11.643,353.22,0.200037,-0.538744,-6.470315,-1.2945
40,147.5,-36.368,328.26,0.189408,-2.087291,-25.068365,-4.7485
40,152.5,-31.451,332.73,0.189408,-2.38178,-28.605178,-5.4184
40,157.5,-30.173,334.04,0.189408,-2.574995,-30.92569,-5.8582
40,162.5,-31.643,332.76,0.189408,-2.698518,-32.409201,-6.139
40,167.5,-34.395,329.99,0.189408,-3.21534,-38.616233,-7.3149
40,172.5,-31.951,332.53,0.189408,-3.05426,-36.681663,-6.9484
40,177.5,-27.58,337.07,0.189408,-2.713497,-32.589099,-6.1732
40,182.5,-26.131,338.68,0.189408,-2.451828,-29.446454,-5.578
40,187.5,-26.316,338.74,0.189408,-2.414562,-28.99889,-5.493
40,192.5,-30.905,334.38,0.189408,-2.736526,-32.865677,-6.2255
40,197.5,-31.627,333.86,0.189408,-2.763487,-33.189479,-6.2867
40,202.5,-27.441,338.27,0.189408,-2.592763,-31.139084,-5.8986
40,207.5,-17.542,348.38,0.189408,-2.008866,-24.126481,-4.57
40,212.5,-19.479,346.63,0.189408,-1.899247,-22.809956,-4.3208
40,217.5,-15.092,351.22,0.189408,-1.541521,-18.513667,-3.5072
40,222.5,-12.796,353.67,0.189408,-1.312211,-15.759654,-2.9853
40,227.5,-11.483,355.02,0.189408,-1.031442,-12.387618,-2.3466
40,232.5,-21.057,345.52,0.189408,-1.248225,-14.991182,-2.8396
40,292.5,-23.619,341.13,0.189408,-1.937821,-23.27323,-4.4084
40,297.5,-25.324,337.77,0.189408,-2.516671,-30.225219,-5.7254
40,302.5,-25.173,337.44,0.189408,-2.459397,-29.537358,-5.5951
40,307.5,-24.194,338.88,0.189408,-2.172556,-26.092398,-4.9426
40,312.5,-27.496,336.03,0.189408,-2.339154,-28.09324,-5.3215
40,317.5,-25.209,338.64,0.189408,-2.134119,-25.630769,-4.8551
40,322.5,-19.243,345.23,0.189408,-1.494087,-17.943985,-3.3991
40,327.5,-20.221,344.79,0.189408,-1.580223,-18.978478,-3.5951
40,332.5,-18.037,347.52,0.189408,-1.189586,-14.286928,-2.7063
40,337.5,-16.833,348.9,0.189408,-1.074345,-12.902883,-2.444
40,342.5,-19.388,346.41,0.189408,-1.129948,-13.570675,-2.5707
40,347.5,-16.73,348.91,0.189408,-0.928451,-11.150697,-2.1124
44,147.5,-38.067,328.18,0.177856,-1.475031,-17.715122,-3.1512
44,152.5,-13.542,352.46,0.177856,0.012344,0.148251,0.0265
44,157.5,-18.079,347.5,0.177856,-1.336047,-16.045924,-2.8541
44,162.5,-12.062,353.41,0.177856,-1.065974,-12.802348,-2.2771
44,167.5,-1.243,364.27,0.177856,-0.080834,-0.970816,-0.1727
44,172.5,-5.632,359.76,0.177856,-0.588445,-7.067224,-1.2571
44,177.5,-12.886,352.42,0.177856,-1.447578,-17.385412,-3.0923
44,182.5,-13.538,351.88,0.177856,-1.631808,-19.598014,-3.486
44,187.5,-12.058,353.47,0.177856,-1.45693,-17.497729,-3.1123
44,192.5,-14.134,351.51,0.177856,-1.606393,-19.29278,-3.4317
44,197.5,-19.543,346.22,0.177856,-1.989262,-23.891037,-4.2495
44,202.5,-21.677,344.26,0.177856,-2.069194,-24.85102,-4.4202
44,207.5,-24.013,342.07,0.177856,-2.31607,-27.816001,-4.9477
44,212.5,-24.178,342.08,0.177856,-2.232394,-26.811052,-4.769
44,217.5,-24.303,342.13,0.177856,-2.162949,-25.977017,-4.6204
44,222.5,-23.038,343.51,0.177856,-2.051447,-24.637878,-4.3824
44,227.5,-27.442,339.12,0.177856,-1.942628,-23.330962,-4.15
44,232.5,-31.54,335.02,0.177856,-1.762915,-21.172609,-3.7661
44,297.5,-13.083,353.46,0.177856,-1.223655,-14.696097,-2.6141
44,302.5,-18.532,347.63,0.177856,-1.9958,-23.969558,-4.2636
44,307.5,-27.838,338.57,0.177856,-2.395689,-28.772225,-5.1177
44,312.5,-32.336,333.86,0.177856,-2.772377,-33.296248,-5.9225
44,317.5,-26.544,337.92,0.177856,-2.437035,-29.26879,-5.206
44,322.5,-24.713,339.95,0.177856,-2.130092,-25.582405,-4.5503
44,327.5,-26.122,338.97,0.177856,-2.057111,-24.705903,-4.3944
44,332.5,-23.212,342.32,0.177856,-1.72398,-20.705,-3.683
44,337.5,-28.451,337.41,0.177856,-1.807897,-21.712843,-3.8621
44,342.5,-24.75,341.27,0.177856,-1.470501,-17.660717,-3.1415
44,347.5,-24.188,341.81,0.177856,-1.40106,-16.826731,-2.9929
48,152.5,-13.536,352.66,0.165438,0.366158,4.397558,0.7276
48,157.5,-20.313,345.48,0.165438,-1.17827,-14.151023,-2.3413
48,162.5,-7.682,357.7,0.165438,-0.536855,-6.447629,-1.0666
48,167.5,4.507,369.75,0.165438,0.705755,8.476118,1.4025
48,172.5,13.787,378.95,0.165438,1.779366,21.370186,3.5358
48,177.5,-2.507,362.63,0.165438,-0.214846,-2.5803,-0.4268
48,182.5,-7.21,357.94,0.165438,-0.750045,-9.00804,-1.4904
48,187.5,-7.868,357.33,0.165438,-0.824417,-9.901248,-1.6382
48,192.5,-9.987,355.28,0.165438,-1.04147,-12.508055,-2.0695
48,197.5,-11.453,353.94,0.165438,-1.252766,-15.04572,-2.4894
48,202.5,-13.832,351.68,0.165438,-1.482002,-17.798844,-2.9449
48,207.5,-14.326,351.35,0.165438,-1.500495,-18.020945,-2.9816
48,212.5,-15.87,350.01,0.165438,-1.509653,-18.130933,-2.9999
48,217.5,-17.931,348.14,0.165438,-1.671418,-20.07373,-3.3213
48,222.5,-23.963,342.25,0.165438,-2.022998,-24.296206,-4.0198
48,227.5,-22.936,343.38,0.165438,-1.774952,-21.317174,-3.5269
48,232.5,-32.135,334.27,0.165438,-1.612805,-19.369788,-3.2048
48,307.5,-32.09,334.89,0.165438,-2.520036,-30.265632,-5.0077
48,312.5,-33.328,333.68,0.165438,-2.806844,-33.710196,-5.5775
48,317.5,-34.786,330.87,0.165438,-3.31847,-39.854825,-6.5941
48,322.5,-31.437,333.36,0.165438,-2.941725,-35.330117,-5.8455
48,327.5,-29.433,335.72,0.165438,-2.510771,-30.15436,-4.9891
48,332.5,-24.81,340.58,0.165438,-2.081784,-25.002226,-4.1366
48,337.5,-31.909,333.7,0.165438,-2.365954,-28.415108,-4.7012
48,342.5,-29.44,336.34,0.165438,-2.0705,-24.866705,-4.1143
48,347.5,-25.168,340.73,0.165438,-1.671783,-20.078114,-3.3219
48,352.5,-20.605,345.46,0.165438,-1.068257,-12.829767,-2.1227
52,162.5,-3.918,361.08,0.152215,-0.028714,-0.344855,-0.0524
52,167.5,-0.871,363.88,0.152215,0.358617,4.30699,0.6556
52,172.5,5.044,369.71,0.152215,1.239521,14.886647,2.2663
52,177.5,9.209,373.9,0.152215,1.595813,19.165714,2.9175
52,182.5,9.982,374.62,0.152215,1.680842,20.186912,3.0729
52,187.5,10.201,374.83,0.152215,1.773016,21.293922,3.2416
52,192.5,-3.96,360.64,0.152215,0.199673,2.398073,0.3651
52,197.5,-15.412,349.24,0.152215,-1.041557,-12.5091,-1.9043
52,202.5,-12.683,352.1,0.152215,-0.903514,-10.851203,-1.6519
52,207.5,-1.399,363.53,0.152215,-0.086393,-1.03758,-0.1579
52,212.5,-2.402,362.74,0.152215,-0.233601,-2.805548,-0.4271
52,217.5,-14.842,350.5,0.152215,-1.258033,-15.108976,-2.2999
52,222.5,-20.363,345.22,0.152215,-1.565844,-18.805786,-2.8626
52,227.5,-21.229,344.67,0.152215,-1.289512,-15.487039,-2.3575
52,307.5,-40.283,326.41,0.152215,-3.063722,-36.795301,-5.6012
52,312.5,-32.343,333.49,0.152215,-3.059555,-36.745256,-5.5936
52,317.5,-30.133,335.08,0.152215,-2.966417,-35.626668,-5.4234
52,322.5,-29.81,335.38,0.152215,-2.623459,-31.507743,-4.7966
52,327.5,-32.172,333.04,0.152215,-2.856028,-34.300896,-5.2217
52,332.5,-28.478,336.69,0.152215,-2.479426,-29.777906,-4.533
52,337.5,-28.947,336.22,0.152215,-2.391626,-28.723428,-4.3724
52,342.5,-31.403,333.82,0.152215,-2.448897,-29.411253,-4.4772
52,347.5,-33.977,331.53,0.152215,-2.442954,-29.339878,-4.4663
56,2.5,-45.918,319.74,0.138251,-3.108297,-37.330647,-5.1615
56,167.5,-6.082,359.02,0.138251,-0.198822,-2.387852,-0.33
56,172.5,-4.89,360.01,0.138251,0.228244,2.74121,0.3792
56,177.5,3.579,368.33,0.138251,0.806916,9.691061,1.34
56,182.5,-3.026,361.57,0.138251,0.375149,4.505539,0.6229
56,187.5,-9.022,355.49,0.138251,0.382905,4.598689,0.6359
56,192.5,-3.432,361.1,0.138251,1.29488,15.551509,2.1502
56,197.5,-38.275,326.21,0.138251,-1.968327,-23.639607,-3.2686
56,202.5,-18.219,346.14,0.138251,-0.907019,-10.893298,-1.5061
56,207.5,-12.527,351.71,0.138251,-0.588017,-7.062084,-0.9763
56,212.5,-3.647,360.59,0.138251,-0.206402,-2.478888,-0.3425
56,217.5,-12.932,351.58,0.138251,-0.845821,-10.15831,-1.4044
56,222.5,-30.352,334.69,0.138251,-1.71097,-20.54875,-2.8412
56,307.5,-56.873,308.69,0.138251,-4.963247,-59.608596,-8.2418
56,312.5,-44.455,320.56,0.138251,-4.239205,-50.912852,-7.0394
56,317.5,-34.942,329.85,0.138251,-3.371136,-40.487343,-5.5978
56,322.5,-26.323,338.16,0.138251,-2.373993,-28.511656,-3.9421
56,327.5,-22.076,342.15,0.138251,-1.874618,-22.514162,-3.1128
56,332.5,-26.876,337.19,0.138251,-2.546169,-30.57949,-4.2281
56,337.5,-26.731,337.22,0.138251,-2.439846,-29.30255,-4.0514
56,342.5,-32.578,331.54,0.138251,-2.748823,-33.013364,-4.5644
56,347.5,-33.452,330.98,0.138251,-2.7452,-32.969852,-4.5584
60,2.5,-31.442,333.53,0.123614,-1.870329,-22.462651,-2.7767
60,172.5,-9.723,356.16,0.123614,-0.364718,-4.380263,-0.5415
60,177.5,-12.623,353.02,0.123614,-0.717539,-8.617643,-1.0656
60,182.5,-18.75,346.7,0.123614,-1.184729,-14.228595,-1.7591
60,187.5,-29.278,336.14,0.123614,-1.72107,-20.670051,-2.5555
60,192.5,-18.247,347.1,0.123614,-1.118494,-13.433113,-1.6604
60,297.5,-56.315,310.6,0.123614,-1.737669,-20.869405,-2.5799
60,302.5,-54.223,311.54,0.123614,-4.182816,-50.23562,-6.2103
60,307.5,-52.5,312.63,0.123614,-4.137104,-49.686619,-6.1424
60,312.5,-82.793,282.19,0.123614,-5.180042,-62.212304,-7.6909
60,317.5,-47.921,316.6,0.123614,-2.863139,-34.386299,-4.2508
60,322.5,-8.914,354.96,0.123614,-0.234148,-2.812117,-0.3477
60,327.5,-6.183,357.35,0.123614,0.033333,0.400329,0.0496
60,332.5,-12.198,351.13,0.123614,-0.407026,-4.888382,-0.6043
60,337.5,-16.399,346.94,0.123614,-0.824015,-9.89642,-1.2234
60,342.5,-16.598,346.91,0.123614,-0.824074,-9.897129,-1.2234
60,347.5,-15.723,348.05,0.123614,-0.79044,-9.493184,-1.1737
60,352.5,-13.3,350.96,0.123614,-0.66609,-7.999741,-0.9889
60,357.5,-21.923,342.77,0.123614,-1.154982,-13.871334,-1.7148
64,2.5,-46.358,318.2,0.108376,-3.514757,-42.212232,-4.5751
64,7.5,-48.235,316.53,0.108376,-3.530436,-42.400536,-4.5955
64,187.5,-51.683,315.06,0.108376,-1.797926,-21.593091,-2.3404
64,297.5,-56.404,310.49,0.108376,-0.959782,-11.526982,-1.2493
64,302.5,-55.203,310.91,0.108376,-1.901694,-22.839345,-2.4755
64,307.5,-53.577,312.13,0.108376,-2.161398,-25.95839,-2.8135
64,322.5,-30.29,334.55,0.108376,-1.111179,-13.34526,-1.4465
64,327.5,-17.313,346.81,0.108376,-0.654284,-7.857951,-0.8516
64,332.5,-15.867,347.83,0.108376,-0.487856,-5.859151,-0.635
64,347.5,-44.632,319.71,0.108376,-2.556046,-30.698112,-3.3272
64,352.5,-39.893,324.79,0.108376,-2.652501,-31.856537,-3.4529
64,357.5,-45.288,319.4,0.108376,-3.460572,-41.56147,-4.5047
68,2.5,-57.456,307.06,0.09261,-4.251633,-51.062112,-4.7293
68,7.5,-52.179,312.23,0.09261,-3.713915,-44.604119,-4.1312
68,12.5,-51.284,313.33,0.09261,-3.383318,-40.633649,-3.7633
68,187.5,-70.883,297.34,0.09261,-1.56822,-18.834322,-1.7445
68,192.5,-93.933,273.76,0.09261,-2.331672,-28.003381,-2.5936
68,332.5,-69.979,296.59,0.09261,-2.180156,-26.183674,-2.425
68,337.5,-77.301,288.77,0.09261,-3.248553,-39.015122,-3.6134
68,342.5,-61.354,304.38,0.09261,-3.510884,-42.165717,-3.9052
68,347.5,-53.027,312.53,0.09261,-3.633673,-43.640413,-4.042
68,352.5,-57.378,307.86,0.09261,-4.019472,-48.273859,-4.471
68,357.5,-56.677,308.1,0.09261,-4.318308,-51.862879,-4.8034
72,2.5,-63.039,302.18,0.076394,-4.471216,-53.699304,-4.1026
72,7.5,-56.356,308.52,0.076394,-4.119339,-49.473261,-3.7799
72,12.5,-48.718,316.02,0.076394,-3.337872,-40.087843,-3.0627
72,17.5,-46.557,318.26,0.076394,-3.123338,-37.511289,-2.866
72,22.5,-39.143,325.96,0.076394,-2.615398,-31.41093,-2.4
72,27.5,-29.533,335.73,0.076394,-2.015028,-24.200486,-1.849
72,32.5,-21.873,343.66,0.076394,-1.511188,-18.149368,-1.3866
72,37.5,-16.382,349.44,0.076394,-1.14105,-13.704011,-1.0469
72,42.5,-12.704,353.34,0.076394,-0.889495,-10.682835,-0.8162
72,47.5,-10.509,355.8,0.076394,-0.659376,-7.919106,-0.6051
72,52.5,-9.429,357.27,0.076394,-0.373317,-4.483537,-0.3424
72,57.5,-9.092,358.08,0.076394,-0.09488,-1.139509,-0.0871
72,62.5,-8.884,358.45,0.076394,-0.082687,-0.993071,-0.0758
72,162.5,-15.803,353.52,0.076394,-0.077691,-0.933069,-0.0714
72,167.5,-19.901,349.5,0.076394,-0.093536,-1.123367,-0.0859
72,172.5,-27.982,341.46,0.076394,-0.138421,-1.662436,-0.1271
72,177.5,-40.613,328.84,0.076394,-0.233586,-2.805368,-0.2143
72,182.5,-56.628,312.75,0.076394,-0.452152,-5.430346,-0.4148
72,187.5,-72.398,296.78,0.076394,-0.854301,-10.260155,-0.7838
72,192.5,-92.404,276.6,0.076394,-1.267916,-15.227671,-1.1634
72,197.5,-90.401,278.56,0.076394,-0.993998,-11.937916,-0.9121
72,202.5,-94.834,274.26,0.076394,-0.95995,-11.529,-0.8809
72,207.5,-80.503,288.7,0.076394,-0.601338,-7.222069,-0.5518
72,212.5,-64.84,304.43,0.076394,-0.447168,-5.370488,-0.4102
72,217.5,-46.8,322.53,0.076394,-0.268355,-3.222944,-0.2463
72,222.5,-36.342,333.06,0.076394,-0.183887,-2.208483,-0.1688
72,227.5,-30.337,339.09,0.076394,-0.15802,-1.89782,-0.145
72,342.5,-71.406,295.73,0.076394,-1.600272,-19.219267,-1.4683
72,347.5,-65.493,300.88,0.076394,-3.631783,-43.617714,-3.3323
72,352.5,-71.413,294.48,0.076394,-4.539909,-54.524307,-4.1658
72,357.5,-68.303,297.22,0.076394,-4.750023,-57.047776,-4.3584
76,2.5,-73.346,292.79,0.059806,-5.055556,-60.717228,-3.6315
76,7.5,-64.164,301.57,0.059806,-4.20426,-50.493163,-3.02
76,12.5,-56.709,309.12,0.059806,-3.76854,-45.260165,-2.707
76,17.5,-55.539,310.61,0.059806,-2.731011,-32.799442,-1.9618
76,22.5,-41.993,324.47,0.059806,-1.458052,-17.511205,-1.0475
76,27.5,-31.373,335.06,0.059806,-1.316346,-15.809315,-0.9457
76,32.5,-23.204,343.24,0.059806,-1.013572,-12.173,-0.7282
76,37.5,-17.401,349.14,0.059806,-0.64844,-7.787764,-0.4656
76,42.5,-13.47,353.12,0.059806,-0.521816,-6.26701,-0.3747
76,47.5,-11.028,355.65,0.059806,-0.430918,-5.175325,-0.3098
76,52.5,-9.727,357.17,0.059806,-0.281619,-3.382244,-0.2024
76,57.5,-9.089,358.03,0.059806,-0.176829,-2.123716,-0.1271
76,62.5,-8.848,358.48,0.059806,-0.081138,-0.974467,-0.0584
76,67.5,-8.683,358.76,0.059806,-0.059815,-0.718378,-0.043
76,72.5,-8.636,358.89,0.059806,-0.050137,-0.602145,-0.0362
76,77.5,-8.675,358.94,0.059806,-0.04552,-0.546695,-0.0326
76,162.5,-16.548,353.09,0.059806,-0.059689,-0.716865,-0.0429
76,167.5,-20.754,348.96,0.059806,-0.073138,-0.878387,-0.0525
76,172.5,-28.949,340.82,0.059806,-0.09719,-1.167252,-0.07
76,177.5,-41.518,328.28,0.059806,-0.142623,-1.712902,-0.1025
76,182.5,-57.288,312.55,0.059806,-0.202154,-2.42787,-0.1451
76,187.5,-72.936,296.94,0.059806,-0.274513,-3.296901,-0.1972
76,192.5,-89.406,280.49,0.059806,-0.350901,-4.214321,-0.2519
76,197.5,-91.373,278.53,0.059806,-0.347638,-4.175132,-0.2497
76,202.5,-87.884,282.01,0.059806,-0.317831,-3.81715,-0.2284
76,207.5,-74.352,295.55,0.059806,-0.259426,-3.115706,-0.1866
76,212.5,-60.692,309.2,0.059806,-0.200915,-2.412989,-0.1444
76,217.5,-47.458,322.43,0.059806,-0.147145,-1.767211,-0.1058
76,222.5,-36.847,333.02,0.059806,-0.112828,-1.355064,-0.0812
76,227.5,-29.643,340.22,0.059806,-0.090286,-1.084335,-0.0649
76,232.5,-24.835,344.99,0.059806,-0.075512,-0.906899,-0.0543
76,342.5,-74.76,293.53,0.059806,-0.580671,-6.973859,-0.4171
76,347.5,-75.489,292.16,0.059806,-0.881986,-10.592652,-0.6335
76,352.5,-72.191,294.86,0.059806,-2.790598,-33.515082,-2.0048
76,357.5,-69.78,296.81,0.059806,-5.034075,-60.459241,-3.616
80,2.5,-85.839,281.42,0.042928,-2.114765,-25.398328,-1.0904
80,7.5,-84.887,282.17,0.042928,-2.452336,-29.452555,-1.2644
80,12.5,-66.313,300.81,0.042928,-2.133843,-25.627454,-1.1001
80,17.5,-78.13,289.14,0.042928,-2.247948,-26.997855,-1.1591
80,347.5,-84.495,283.76,0.042928,-0.577144,-6.931499,-0.2976
80,352.5,-86.725,281.22,0.042928,-0.653381,-7.847106,-0.3369
80,357.5,-70.049,297.57,0.042928,-0.628453,-7.547721,-0.3241
-12,2.5,12.848,371.82,0.241879,0.436885,5.246989,1.2692
-12,7.5,15.873,374.34,0.241879,0.504387,6.057688,1.4655
-12,42.5,10.733,366.66,0.241879,0.251981,3.026292,0.7322
-12,47.5,15.025,371.01,0.241879,0.382016,4.588012,1.1099
-12,52.5,10.202,366.19,0.241879,0.264955,3.18211,0.7698
-12,57.5,7.298,362.95,0.241879,0.176345,2.117903,0.5123
-12,62.5,5.609,361.07,0.241879,0.145107,1.742735,0.4216
-12,67.5,4.859,360.24,0.241879,0.133406,1.602206,0.3876
-12,72.5,4.938,360.19,0.241879,0.146449,1.758852,0.4252
-12,77.5,5.316,360.47,0.241879,0.152555,1.832186,0.4432
-12,82.5,3.233,358.3,0.241879,0.019327,0.232117,0.0563
-12,87.5,4.572,359.56,0.241879,0.164402,1.974468,0.4777
-12,92.5,3.372,358.26,0.241879,0.094749,1.137935,0.2752
-12,97.5,3.399,358.23,0.241879,0.091352,1.097138,0.2654
-12,102.5,3.348,358.12,0.241879,0.104624,1.256534,0.304
-12,107.5,9.569,364.23,0.241879,0.297389,3.571642,0.8639
-12,112.5,13.39,367.76,0.241879,0.313553,3.765772,0.9111
-12,117.5,14.03,368.03,0.241879,0.325288,3.906709,0.9449
-12,132.5,40.598,394.3,0.241879,0.524049,6.293828,1.5225
-12,137.5,42.843,396.95,0.241879,1.349442,16.206798,3.9202
-12,147.5,0.077,354.87,0.241879,-0.149991,-1.801392,-0.4359
-12,152.5,0.203,354.49,0.241879,-0.133539,-1.603803,-0.388
-12,157.5,3.313,356.93,0.241879,-0.016546,-0.198717,-0.0479
-12,162.5,0.863,354.28,0.241879,-0.05825,-0.699583,-0.1691
-12,167.5,-1.961,351.39,0.241879,-0.143502,-1.723459,-0.4169
-12,172.5,1.267,354.51,0.241879,-0.022051,-0.264833,-0.064
-12,177.5,4.59,357.77,0.241879,0.137331,1.649345,0.3989
-12,182.5,0.243,353.42,0.241879,-0.027143,-0.325987,-0.0788
-12,187.5,-3.221,350.05,0.241879,-0.119102,-1.430415,-0.346
-12,192.5,-1.688,351.68,0.241879,-0.083746,-1.005789,-0.2432
-12,197.5,-8.648,344.83,0.241879,-0.275861,-3.313091,-0.8014
-12,202.5,-6.072,347.57,0.241879,-0.172233,-2.068518,-0.5004
-12,207.5,16.927,370.79,0.241879,0.441503,5.302451,1.2827
-12,212.5,19.133,373.25,0.241879,0.510643,6.132822,1.4836
-12,217.5,13.921,368.36,0.241879,0.350562,4.21025,1.0185
-12,222.5,10.234,365.09,0.241879,0.288565,3.465666,0.8383
-12,227.5,19.17,374.52,0.241879,0.67559,8.113836,1.9626
-12,232.5,38.059,393.9,0.241879,1.488775,17.880188,4.3252
-12,237.5,19.69,376.05,0.241879,0.806055,9.680721,2.3418
-12,242.5,31.525,388.4,0.241879,1.371895,16.476459,3.9858
-12,247.5,45.662,403.05,0.241879,2.082405,25.009684,6.0501
-12,252.5,47.409,405.28,0.241879,2.247752,26.995502,6.53
-12,257.5,44.868,403.19,0.241879,2.169454,26.055143,6.3026
-12,262.5,35.799,394.49,0.241879,1.703606,20.460308,4.9493
-12,267.5,36.101,395.09,0.241879,1.598,19.19198,4.6425
-12,272.5,39.818,398.98,0.241879,1.971794,23.681246,5.7285
-12,277.5,72.766,432.05,0.241879,3.745627,44.98498,10.8818
-12,327.5,23.281,379.7,0.241879,0.949933,11.408695,2.7597
-12,332.5,19.533,376.47,0.241879,0.86489,10.387329,2.5126
-12,337.5,18.944,376.46,0.241879,0.866646,10.408418,2.5177
-12,342.5,11.333,369.38,0.241879,0.529745,6.362237,1.5391
-12,347.5,11.418,369.93,0.241879,0.491346,5.901065,1.4275
-12,352.5,20.593,379.44,0.241879,0.901227,10.823736,2.6183
-12,357.5,12.813,371.83,0.241879,0.505724,6.073745,1.4691
-16,2.5,13.385,373.66,0.237701,0.472096,5.669873,1.3478
-16,7.5,11.323,371.49,0.237701,0.452447,5.433888,1.2917
-16,42.5,7.494,363.32,0.237701,0.142723,1.714103,0.4074
-16,52.5,-1.704,354.96,0.237701,-0.325867,-3.913663,-0.9303
-16,57.5,-3.916,352.66,0.237701,-0.441226,-5.299124,-1.2598
-16,62.5,-7.268,349.33,0.237701,-0.672173,-8.072798,-1.9191
-16,67.5,-9.813,346.78,0.237701,-0.749056,-8.996163,-2.1386
-16,72.5,-10.074,346.48,0.237701,-0.776501,-9.325777,-2.217
-16,77.5,-10.119,346.42,0.237701,-0.809883,-9.726695,-2.3122
-16,82.5,-8.313,348.26,0.237701,-0.688399,-8.267672,-1.9653
-16,87.5,-9.283,347.27,0.237701,-0.714792,-8.584652,-2.0409
-16,92.5,-8.268,348.26,0.237701,-0.622296,-7.473775,-1.7767
-16,97.5,-7.218,349.21,0.237701,-0.490389,-5.889572,-1.3999
-16,102.5,0.089,356.3,0.237701,-0.080787,-0.970252,-0.2306
-16,107.5,5.649,361.44,0.237701,0.174493,2.095661,0.4981
-16,112.5,10.219,365.33,0.237701,0.29274,3.515807,0.8357
-16,117.5,15.646,369.94,0.237701,0.373318,4.483549,1.0658
-16,147.5,0.417,355.89,0.237701,-0.089414,-1.073862,-0.2552
-16,152.5,-2.092,353.09,0.237701,-0.206848,-2.484244,-0.5906
-16,157.5,-4.711,350.11,0.237701,-0.363922,-4.370703,-1.039
-16,162.5,-6.376,348.27,0.237701,-0.409508,-4.918191,-1.1693
-16,167.5,-9.471,345,0.237701,-0.529026,-6.353602,-1.5102
-16,172.5,-21.213,333.15,0.237701,-0.889699,-10.685285,-2.54
-16,177.5,-12.226,342.04,0.237701,-0.530379,-6.369852,-1.5142
-16,182.5,-8.108,346.24,0.237701,-0.375794,-4.513286,-1.073
-16,187.5,-8.533,345.73,0.237701,-0.316888,-3.805825,-0.9046
-16,192.5,-15.983,338.31,0.237701,-0.572253,-6.872759,-1.6338
-16,197.5,-16.522,337.86,0.237701,-0.626947,-7.529633,-1.7901
-16,202.5,-12.725,341.77,0.237701,-0.44381,-5.330158,-1.267
-16,207.5,-3.238,351.33,0.237701,-0.116658,-1.401063,-0.3331
-16,212.5,-3.754,350.99,0.237701,-0.111365,-1.337494,-0.3179
-16,217.5,-6.023,349.01,0.237701,-0.191506,-2.299987,-0.5466
-16,222.5,4.635,360.01,0.237701,0.137803,1.655014,0.3935
-16,227.5,5.671,361.5,0.237701,0.184307,2.213527,0.5263
-16,232.5,10.5,366.85,0.237701,0.356503,4.281601,1.0178
-16,237.5,13.744,370.68,0.237701,0.491029,5.897258,1.4019
-16,242.5,21.319,378.87,0.237701,0.805247,9.671016,2.299
-16,247.5,33.811,391.99,0.237701,1.360353,16.33784,3.884
-16,252.5,34.772,393.57,0.237701,1.435715,17.242937,4.099
-16,257.5,34.413,393.79,0.237701,1.460202,17.537026,4.1689
-16,262.5,24.384,384.25,0.237701,1.008044,12.106608,2.8779
-16,267.5,20.126,380.35,0.237701,0.79764,9.579656,2.2772
-16,272.5,26.964,387.41,0.237701,1.123505,13.493295,3.2076
-16,277.5,15.719,376.18,0.237701,0.741476,8.905127,2.117
-16,282.5,25.821,386.23,0.237701,0.82675,9.929268,2.3603
-16,322.5,15.951,372.68,0.237701,0.357788,4.297034,1.0214
-16,327.5,19.936,377.03,0.237701,0.712766,8.56032,2.0349
-16,332.5,18.766,376.58,0.237701,0.676132,8.120345,1.9305
-16,337.5,13.683,372.22,0.237701,0.455705,5.473017,1.3012
-16,342.5,12.122,371.29,0.237701,0.442231,5.311194,1.2625
-16,347.5,14.859,374.55,0.237701,0.540106,6.486673,1.542
-16,352.5,19.437,379.52,0.237701,0.726591,8.726358,2.0744
-16,357.5,13.887,374.17,0.237701,0.507634,6.096684,1.4494
-20,2.5,14.633,375.23,0.232365,0.537214,6.45194,1.4994
-20,7.5,14.454,375.07,0.232365,0.682655,8.198687,1.9053
-20,37.5,-0.447,355.78,0.232365,-0.017462,-0.209719,-0.0488
-20,42.5,2.184,357.74,0.232365,0.039273,0.471669,0.1097
-20,52.5,-9.574,347.34,0.232365,-0.436314,-5.240131,-1.2179
-20,57.5,-11.618,345.56,0.232365,-0.620061,-7.446933,-1.7306
-20,62.5,-17.89,339.54,0.232365,-1.070305,-12.854363,-2.9872
-20,67.5,-12.563,345.02,0.232365,-0.826353,-9.9245,-2.3063
-20,72.5,-12.928,344.78,0.232365,-0.869326,-10.440605,-2.4263
-20,77.5,-17.59,340.26,0.232365,-1.145227,-13.754176,-3.1961
-20,82.5,-16.723,341.23,0.232365,-1.073663,-12.894693,-2.9967
-20,87.5,-14.987,343.06,0.232365,-0.952155,-11.435382,-2.6573
-20,92.5,-14.533,343.57,0.232365,-0.902132,-10.834605,-2.5177
-20,97.5,-13.593,344.44,0.232365,-0.789914,-9.486867,-2.2047
